year,month,sex,age_group,deaths,expected,excess,pct_change,age_band
2022,March,Both Sexes,55 to 59,1755,1771,-16,-0.9,Middle Aged
2022,March,Both Sexes,60 to 64,2315,2463,-148,-6,Middle Aged
2022,March,Both Sexes,65 to 69,3164,3260,-96,-3,Older Adults
2022,March,Both Sexes,70 to 74,4700,4758,-58,-1.2,Older Adults
2022,March,Both Sexes,75 to 79,6560,6666,-106,-1.6,Seniors
2022,March,Both Sexes,80 to 84,7869,7732,137,1.8,Seniors
2022,March,Both Sexes,85 to 89,8698,8777,-79,-0.9,Elderly
2022,March,Both Sexes,90 and over,10766,10729,37,0.3,Elderly
2022,March,Male,All ages,25205,25017,188,0.7,All Ages
2022,March,Male,0 to 29,428,394,34,8.5,Infants & Toddlers
2022,March,Male,30 to 44,682,627,55,8.7,Young Adults
2022,March,Male,45 to 49,454,427,27,6.2,Middle Aged
2022,March,Male,50 to 54,736,702,34,4.8,Middle Aged
2022,March,Male,55 to 59,1072,1061,11,1,Middle Aged
2022,March,Male,60 to 64,1435,1478,-43,-2.9,Middle Aged
2022,March,Male,65 to 69,1858,1938,-80,-4.1,Older Adults
2022,March,Male,70 to 74,2766,2738,28,1,Older Adults
2022,March,Male,75 to 79,3591,3715,-124,-3.3,Seniors
2022,March,Male,80 to 84,4105,4025,80,2,Seniors
2022,March,Male,85 to 89,4120,4114,6,0.2,Elderly
2022,March,Male,90 and over,3958,3797,161,4.2,Elderly
2022,March,Female,All ages,24289,24702,-413,-1.7,All Ages
2022,March,Female,0 to 29,251,233,18,7.9,Infants & Toddlers
2022,March,Female,30 to 44,375,428,-53,-12.4,Young Adults
2022,March,Female,45 to 49,288,284,4,1.5,Middle Aged
2022,March,Female,50 to 54,453,468,-15,-3.2,Middle Aged
2022,March,Female,55 to 59,683,709,-26,-3.7,Middle Aged
2022,March,Female,60 to 64,880,985,-105,-10.7,Middle Aged
2022,March,Female,65 to 69,1306,1322,-16,-1.2,Older Adults
2022,March,Female,70 to 74,1934,2020,-86,-4.3,Older Adults
2022,March,Female,75 to 79,2969,2951,18,0.6,Seniors
2022,March,Female,80 to 84,3764,3706,58,1.6,Seniors
2022,March,Female,85 to 89,4578,4664,-86,-1.8,Elderly
2022,March,Female,90 and over,6808,6932,-124,-1.8,Elderly
2022,April,Both Sexes,All ages,45925,41909,4016,9.6,All Ages
2022,April,Both Sexes,0 to 29,531,551,-20,-3.7,Infants & Toddlers
2022,April,Both Sexes,30 to 44,926,923,3,0.3,Young Adults
2022,April,Both Sexes,45 to 49,612,619,-7,-1.1,Middle Aged
2022,April,Both Sexes,50 to 54,1036,1019,17,1.6,Middle Aged
2022,April,Both Sexes,55 to 59,1503,1545,-42,-2.7,Middle Aged
2022,April,Both Sexes,60 to 64,2118,2149,-31,-1.4,Middle Aged
2022,April,Both Sexes,65 to 69,2851,2840,11,0.4,Older Adults
2022,April,Both Sexes,70 to 74,4413,4056,357,8.8,Older Adults
2022,April,Both Sexes,75 to 79,6140,5671,469,8.3,Seniors
2022,April,Both Sexes,80 to 84,7314,6476,838,12.9,Seniors
2022,April,Both Sexes,85 to 89,8302,7367,935,12.7,Elderly
2022,April,Both Sexes,90 and over,10179,8693,1486,17.1,Elderly
2022,April,Male,All ages,23215,21186,2029,9.6,All Ages
2022,April,Male,0 to 29,347,347,0,0.1,Infants & Toddlers
2022,April,Male,30 to 44,582,549,33,6,Young Adults
2022,April,Male,45 to 49,367,372,-5,-1.4,Middle Aged
2022,April,Male,50 to 54,623,612,11,1.8,Middle Aged
2022,April,Male,55 to 59,870,927,-57,-6.1,Middle Aged
2022,April,Male,60 to 64,1242,1290,-48,-3.7,Middle Aged
2022,April,Male,65 to 69,1686,1689,-3,-0.2,Older Adults
2022,April,Male,70 to 74,2568,2333,235,10.1,Older Adults
2022,April,Male,75 to 79,3443,3160,283,8.9,Seniors
2022,April,Male,80 to 84,3819,3372,447,13.2,Seniors
2022,April,Male,85 to 89,3972,3454,518,15,Elderly
2022,April,Male,90 and over,3696,3080,616,20,Elderly
2022,April,Female,All ages,22710,20723,1987,9.6,All Ages
2022,April,Female,0 to 29,184,205,-21,-10.1,Infants & Toddlers
2022,April,Female,30 to 44,344,374,-30,-8,Young Adults
2022,April,Female,45 to 49,245,247,-2,-0.7,Middle Aged
2022,April,Female,50 to 54,413,407,6,1.4,Middle Aged
2022,April,Female,55 to 59,633,618,15,2.4,Middle Aged
2022,April,Female,60 to 64,876,859,17,2,Middle Aged
2022,April,Female,65 to 69,1165,1151,14,1.2,Older Adults
2022,April,Female,70 to 74,1845,1723,122,7.1,Older Adults
2022,April,Female,75 to 79,2697,2510,187,7.4,Seniors
2022,April,Female,80 to 84,3495,3103,392,12.6,Seniors
2022,April,Female,85 to 89,4330,3913,417,10.6,Elderly
2022,April,Female,90 and over,6483,5613,870,15.5,Elderly
2022,May,Both Sexes,All ages,48608,40789,7819,19.2,All Ages
2022,May,Both Sexes,0 to 29,604,582,22,3.8,Infants & Toddlers
2022,May,Both Sexes,30 to 44,969,924,45,4.8,Young Adults
2022,May,Both Sexes,45 to 49,715,619,96,15.6,Middle Aged
2022,May,Both Sexes,50 to 54,1160,1020,140,13.8,Middle Aged
2022,May,Both Sexes,55 to 59,1741,1548,193,12.5,Middle Aged
2022,May,Both Sexes,60 to 64,2299,2152,147,6.8,Middle Aged
2022,May,Both Sexes,65 to 69,3085,2841,244,8.6,Older Adults
2022,May,Both Sexes,70 to 74,4701,3927,774,19.7,Older Adults
2022,May,Both Sexes,75 to 79,6616,5498,1118,20.3,Seniors
2022,May,Both Sexes,80 to 84,7781,6330,1451,22.9,Seniors
2022,May,Both Sexes,85 to 89,8839,7071,1768,25,Elderly
2022,May,Both Sexes,90 and over,10098,8278,1820,22,Elderly
2022,May,Male,All ages,24762,20687,4075,19.7,All Ages
2022,May,Male,0 to 29,388,366,22,6,Infants & Toddlers
2022,May,Male,30 to 44,561,550,11,2,Young Adults
2022,May,Male,45 to 49,447,372,75,20.2,Middle Aged
2022,May,Male,50 to 54,705,612,93,15.1,Middle Aged
2022,May,Male,55 to 59,1067,929,138,14.9,Middle Aged
2022,May,Male,60 to 64,1369,1293,76,5.9,Middle Aged
2022,May,Male,65 to 69,1856,1690,166,9.8,Older Adults
2022,May,Male,70 to 74,2720,2260,460,20.4,Older Adults
2022,May,Male,75 to 79,3737,3064,673,22,Seniors
2022,May,Male,80 to 84,4046,3298,748,22.7,Seniors
2022,May,Male,85 to 89,4145,3315,830,25,Elderly
2022,May,Male,90 and over,3721,2937,784,26.7,Elderly
2022,May,Female,All ages,23846,20102,3744,18.6,All Ages
2022,May,Female,0 to 29,216,216,0,0.2,Infants & Toddlers
2022,May,Female,30 to 44,408,374,34,9,Young Adults
2022,May,Female,45 to 49,268,247,21,8.7,Middle Aged
2022,May,Female,50 to 54,455,407,48,11.7,Middle Aged
2022,May,Female,55 to 59,674,619,55,8.9,Middle Aged
2022,May,Female,60 to 64,930,859,71,8.2,Middle Aged
2022,May,Female,65 to 69,1229,1150,79,6.8,Older Adults
2022,May,Female,70 to 74,1981,1668,313,18.8,Older Adults
2022,May,Female,75 to 79,2879,2434,445,18.3,Seniors
2022,May,Female,80 to 84,3735,3031,704,23.2,Seniors
2022,May,Female,85 to 89,4694,3755,939,25,Elderly
2022,May,Female,90 and over,6377,5341,1036,19.4,Elderly
2022,June,Both Sexes,All ages,44282,41456,2826,6.8,All Ages
2022,June,Both Sexes,0 to 29,643,595,48,8.1,Infants & Toddlers
2022,June,Both Sexes,30 to 44,1001,944,57,6,Young Adults
2022,June,Both Sexes,45 to 49,655,631,24,3.8,Middle Aged
2022,June,Both Sexes,50 to 54,1103,1038,65,6.3,Middle Aged
2022,June,Both Sexes,55 to 59,1621,1577,44,2.8,Middle Aged
2022,June,Both Sexes,60 to 64,2156,2197,-41,-1.9,Middle Aged
2022,June,Both Sexes,65 to 69,3021,2894,127,4.4,Older Adults
2022,June,Both Sexes,70 to 74,4279,4046,233,5.8,Older Adults
2022,June,Both Sexes,75 to 79,6152,5683,469,8.3,Seniors
2022,June,Both Sexes,80 to 84,6755,6436,319,4.9,Seniors
2022,June,Both Sexes,85 to 89,7724,7091,633,8.9,Elderly
2022,June,Both Sexes,90 and over,9172,8323,849,10.2,Elderly
2022,June,Male,All ages,22425,21063,1362,6.5,All Ages
2022,June,Male,0 to 29,412,375,37,9.9,Infants & Toddlers
2022,June,Male,30 to 44,601,562,39,7,Young Adults
2022,June,Male,45 to 49,397,380,17,4.6,Middle Aged
2022,June,Male,50 to 54,678,624,54,8.7,Middle Aged
2022,June,Male,55 to 59,949,947,2,0.2,Middle Aged
2022,June,Male,60 to 64,1272,1320,-48,-3.7,Middle Aged
2022,June,Male,65 to 69,1792,1724,68,4,Older Adults
2022,June,Male,70 to 74,2445,2328,117,5,Older Adults
2022,June,Male,75 to 79,3416,3167,249,7.9,Seniors
2022,June,Male,80 to 84,3466,3355,111,3.3,Seniors
2022,June,Male,85 to 89,3663,3326,337,10.1,Elderly
2022,June,Male,90 and over,3334,2956,378,12.8,Elderly
2022,June,Female,All ages,21857,20393,1464,7.2,All Ages
2022,June,Female,0 to 29,231,220,11,4.9,Infants & Toddlers
2022,June,Female,30 to 44,400,382,18,4.7,Young Adults
2022,June,Female,45 to 49,258,251,7,2.7,Middle Aged
2022,June,Female,50 to 54,425,414,11,2.6,Middle Aged
2022,June,Female,55 to 59,672,630,42,6.7,Middle Aged
2022,June,Female,60 to 64,884,877,7,0.8,Middle Aged
2022,June,Female,65 to 69,1229,1171,58,5,Older Adults
2022,June,Female,70 to 74,1834,1718,116,6.7,Older Adults
2022,June,Female,75 to 79,2736,2516,220,8.8,Seniors
2022,June,Female,80 to 84,3289,3082,207,6.7,Seniors
2022,June,Female,85 to 89,4061,3765,296,7.9,Elderly
2022,June,Female,90 and over,5838,5367,471,8.8,Elderly
2022,July,Both Sexes,All ages,44791,38726,6065,15.7,All Ages
2022,July,Both Sexes,0 to 29,590,559,31,5.5,Infants & Toddlers
2022,July,Both Sexes,30 to 44,990,897,93,10.4,Young Adults
2022,July,Both Sexes,45 to 49,712,598,114,19.1,Middle Aged
2022,July,Both Sexes,50 to 54,1044,984,60,6.1,Middle Aged
2022,July,Both Sexes,55 to 59,1610,1492,118,7.9,Middle Aged
2022,July,Both Sexes,60 to 64,2153,2085,68,3.3,Middle Aged
2022,July,Both Sexes,65 to 69,2824,2743,81,2.9,Older Adults
2022,July,Both Sexes,70 to 74,4352,3782,570,15.1,Older Adults
2022,July,Both Sexes,75 to 79,6062,5331,731,13.7,Seniors
2022,July,Both Sexes,80 to 84,6992,6013,979,16.3,Seniors
2022,July,Both Sexes,85 to 89,7863,6573,1290,19.6,Elderly
2022,July,Both Sexes,90 and over,9599,7669,1930,25.2,Elderly
2022,July,Male,All ages,22784,19712,3072,15.6,All Ages
2022,July,Male,0 to 29,368,352,16,4.5,Infants & Toddlers
2022,July,Male,30 to 44,637,534,103,19.3,Young Adults
2022,July,Male,45 to 49,436,360,76,21.2,Middle Aged
2022,July,Male,50 to 54,630,591,39,6.6,Middle Aged
2022,July,Male,55 to 59,984,896,88,9.8,Middle Aged
2022,July,Male,60 to 64,1305,1253,52,4.2,Middle Aged
2022,July,Male,65 to 69,1646,1634,12,0.7,Older Adults
2022,July,Male,70 to 74,2530,2175,355,16.3,Older Adults
2022,July,Male,75 to 79,3345,2970,375,12.6,Seniors
2022,July,Male,80 to 84,3652,3135,517,16.5,Seniors
2022,July,Male,85 to 89,3789,3085,704,22.8,Elderly
2022,July,Male,90 and over,3462,2727,735,27,Elderly
2022,July,Female,All ages,22007,19014,2993,15.7,All Ages
2022,July,Female,0 to 29,222,207,15,7.3,Infants & Toddlers
2022,July,Female,30 to 44,353,363,-10,-2.8,Young Adults
2022,July,Female,45 to 49,276,238,38,15.9,Middle Aged
2022,July,Female,50 to 54,414,393,21,5.5,Middle Aged
2022,July,Female,55 to 59,626,596,30,5,Middle Aged
2022,July,Female,60 to 64,848,832,16,2,Middle Aged
2022,July,Female,65 to 69,1178,1109,69,6.2,Older Adults
2022,July,Female,70 to 74,1822,1607,215,13.4,Older Adults
2022,July,Female,75 to 79,2717,2361,356,15.1,Seniors
2022,July,Female,80 to 84,3340,2878,462,16.1,Seniors
2022,July,Female,85 to 89,4074,3488,586,16.8,Elderly
2022,July,Female,90 and over,6137,4942,1195,24.2,Elderly
2022,August,Both Sexes,All ages,47417,41480,5937,14.3,All Ages
2022,August,Both Sexes,0 to 29,621,577,44,7.5,Infants & Toddlers
2022,August,Both Sexes,30 to 44,1049,956,93,9.8,Young Adults
2022,August,Both Sexes,45 to 49,675,634,41,6.4,Middle Aged
2022,August,Both Sexes,50 to 54,1230,1044,186,17.8,Middle Aged
2022,August,Both Sexes,55 to 59,1709,1583,126,7.9,Middle Aged
2022,August,Both Sexes,60 to 64,2245,2217,28,1.3,Middle Aged
2022,August,Both Sexes,65 to 69,3145,2911,234,8,Older Adults
2022,August,Both Sexes,70 to 74,4517,4060,457,11.3,Older Adults
2022,August,Both Sexes,75 to 79,6475,5736,739,12.9,Seniors
2022,August,Both Sexes,80 to 84,7340,6384,956,15,Seniors
2022,August,Both Sexes,85 to 89,8377,7045,1332,18.9,Elderly
2022,August,Both Sexes,90 and over,10034,8333,1701,20.4,Elderly
2022,August,Male,All ages,24066,21091,2975,14.1,All Ages
2022,August,Male,0 to 29,405,364,41,11.2,Infants & Toddlers
2022,August,Male,30 to 44,691,569,122,21.5,Young Adults
2022,August,Male,45 to 49,407,382,25,6.6,Middle Aged
2022,August,Male,50 to 54,688,627,61,9.7,Middle Aged
2022,August,Male,55 to 59,1015,951,64,6.8,Middle Aged
2022,August,Male,60 to 64,1337,1332,5,0.3,Middle Aged
2022,August,Male,65 to 69,1899,1734,165,9.5,Older Adults
2022,August,Male,70 to 74,2665,2334,331,14.2,Older Adults
2022,August,Male,75 to 79,3661,3196,465,14.6,Seniors
2022,August,Male,80 to 84,3814,3327,487,14.6,Seniors
2022,August,Male,85 to 89,3873,3309,564,17,Elderly
2022,August,Male,90 and over,3611,2966,645,21.7,Elderly
2022,August,Female,All ages,23351,20390,2961,14.5,All Ages
2022,August,Female,0 to 29,216,213,3,1.2,Infants & Toddlers
2022,August,Female,30 to 44,358,387,-29,-7.4,Young Adults
2022,August,Female,45 to 49,268,253,15,6.1,Middle Aged
2022,August,Female,50 to 54,542,416,126,30.1,Middle Aged
2022,August,Female,55 to 59,694,633,61,9.7,Middle Aged
2022,August,Female,60 to 64,908,885,23,2.7,Middle Aged
2022,August,Female,65 to 69,1246,1177,69,5.9,Older Adults
2022,August,Female,70 to 74,1852,1726,126,7.3,Older Adults
2022,August,Female,75 to 79,2814,2540,274,10.8,Seniors
2022,August,Female,80 to 84,3526,3057,469,15.3,Seniors
2022,August,Female,85 to 89,4504,3736,768,20.6,Elderly
2022,August,Female,90 and over,6423,5367,1056,19.7,Elderly
2022,September,Both Sexes,All ages,45491,43282,2209,5.1,All Ages
2022,September,Both Sexes,0 to 29,591,587,4,0.7,Infants & Toddlers
2022,September,Both Sexes,30 to 44,1052,992,60,6,Young Adults
2022,September,Both Sexes,45 to 49,670,658,12,1.8,Middle Aged
2022,September,Both Sexes,50 to 54,1170,1080,90,8.3,Middle Aged
2022,September,Both Sexes,55 to 59,1734,1642,92,5.6,Middle Aged
2022,September,Both Sexes,60 to 64,2223,2297,-74,-3.2,Middle Aged
2022,September,Both Sexes,65 to 69,2920,3020,-100,-3.3,Older Adults
2022,September,Both Sexes,70 to 74,4387,4249,138,3.2,Older Adults
2022,September,Both Sexes,75 to 79,6182,5979,203,3.4,Seniors
2022,September,Both Sexes,80 to 84,7022,6709,313,4.7,Seniors
2022,September,Both Sexes,85 to 89,7973,7400,573,7.7,Elderly
2022,September,Both Sexes,90 and over,9567,8668,899,10.4,Elderly
2022,September,Male,All ages,23209,22008,1201,5.5,All Ages
2022,September,Male,0 to 29,383,371,12,3.3,Infants & Toddlers
2022,September,Male,30 to 44,640,591,49,8.4,Young Adults
2022,September,Male,45 to 49,405,396,9,2.3,Middle Aged
2022,September,Male,50 to 54,710,649,61,9.4,Middle Aged
2022,September,Male,55 to 59,1031,986,45,4.6,Middle Aged
2022,September,Male,60 to 64,1322,1380,-58,-4.2,Middle Aged
2022,September,Male,65 to 69,1709,1799,-90,-5,Older Adults
2022,September,Male,70 to 74,2503,2442,61,2.5,Older Adults
2022,September,Male,75 to 79,3452,3330,122,3.7,Seniors
2022,September,Male,80 to 84,3705,3497,208,5.9,Seniors
2022,September,Male,85 to 89,3752,3477,275,7.9,Elderly
2022,September,Male,90 and over,3597,3090,507,16.4,Elderly
2022,September,Female,All ages,22282,21273,1009,4.7,All Ages
2022,September,Female,0 to 29,208,216,-8,-3.8,Infants & Toddlers
2022,September,Female,30 to 44,412,402,10,2.6,Young Adults
2022,September,Female,45 to 49,265,262,3,1.1,Middle Aged
2022,September,Female,50 to 54,460,431,29,6.8,Middle Aged
2022,September,Female,55 to 59,703,656,47,7.2,Middle Aged
2022,September,Female,60 to 64,901,917,-16,-1.7,Middle Aged
2022,September,Female,65 to 69,1211,1221,-10,-0.8,Older Adults
2022,September,Female,70 to 74,1884,1807,77,4.2,Older Adults
2022,September,Female,75 to 79,2730,2649,81,3.1,Seniors
2022,September,Female,80 to 84,3317,3212,105,3.3,Seniors
2022,September,Female,85 to 89,4221,3922,299,7.6,Elderly
2022,September,Female,90 and over,5970,5578,392,7,Elderly
2022,October,Both Sexes,All ages,48411,43647,4764,10.9,All Ages
2022,October,Both Sexes,0 to 29,602,596,6,1,Infants & Toddlers
2022,October,Both Sexes,30 to 44,1065,981,84,8.6,Young Adults
2022,October,Both Sexes,45 to 49,691,648,43,6.6,Middle Aged
2022,October,Both Sexes,50 to 54,1137,1064,73,6.9,Middle Aged
2022,October,Both Sexes,55 to 59,1660,1617,43,2.7,Middle Aged
2022,October,Both Sexes,60 to 64,2184,2267,-83,-3.7,Middle Aged
2022,October,Both Sexes,65 to 69,3110,2979,131,4.4,Older Adults
2022,October,Both Sexes,70 to 74,4484,4181,303,7.2,Older Adults
2022,October,Both Sexes,75 to 79,6589,6060,529,8.7,Seniors
2022,October,Both Sexes,80 to 84,7647,6805,842,12.4,Seniors
2022,October,Both Sexes,85 to 89,8683,7535,1148,15.2,Elderly
2022,October,Both Sexes,90 and over,10559,8915,1644,18.4,Elderly
2022,October,Male,All ages,24484,22152,2332,10.5,All Ages
2022,October,Male,0 to 29,382,377,5,1.4,Infants & Toddlers
2022,October,Male,30 to 44,643,584,59,10.1,Young Adults
2022,October,Male,45 to 49,432,390,42,10.7,Middle Aged
2022,October,Male,50 to 54,648,639,9,1.3,Middle Aged
2022,October,Male,55 to 59,999,971,28,2.9,Middle Aged
2022,October,Male,60 to 64,1280,1362,-82,-6,Middle Aged
2022,October,Male,65 to 69,1840,1775,65,3.6,Older Adults
2022,October,Male,70 to 74,2567,2403,164,6.8,Older Adults
2022,October,Male,75 to 79,3713,3377,336,10,Seniors
2022,October,Male,80 to 84,3990,3549,441,12.4,Seniors
2022,October,Male,85 to 89,4087,3543,544,15.4,Elderly
2022,October,Male,90 and over,3903,3181,722,22.7,Elderly
2022,October,Female,All ages,23927,21496,2431,11.3,All Ages
2022,October,Female,0 to 29,220,219,1,0.3,Infants & Toddlers
2022,October,Female,30 to 44,422,397,25,6.3,Young Adults
2022,October,Female,45 to 49,259,258,1,0.3,Middle Aged
2022,October,Female,50 to 54,489,424,65,15.3,Middle Aged
2022,October,Female,55 to 59,661,646,15,2.3,Middle Aged
2022,October,Female,60 to 64,904,904,0,-0.1,Middle Aged
2022,October,Female,65 to 69,1270,1204,66,5.5,Older Adults
2022,October,Female,70 to 74,1917,1778,139,7.8,Older Adults
2022,October,Female,75 to 79,2876,2683,193,7.2,Seniors
2022,October,Female,80 to 84,3657,3255,402,12.3,Seniors
2022,October,Female,85 to 89,4596,3992,604,15.1,Elderly
2022,October,Female,90 and over,6656,5734,922,16.1,Elderly
2022,November,Both Sexes,All ages,50835,48051,2784,5.8,All Ages
2022,November,Both Sexes,0 to 29,651,651,0,0.1,Infants & Toddlers
2022,November,Both Sexes,30 to 44,1145,1063,82,7.7,Young Adults
2022,November,Both Sexes,45 to 49,735,701,34,4.9,Middle Aged
2022,November,Both Sexes,50 to 54,1228,1150,78,6.8,Middle Aged
2022,November,Both Sexes,55 to 59,1801,1749,52,3,Middle Aged
2022,November,Both Sexes,60 to 64,2399,2457,-58,-2.4,Middle Aged
2022,November,Both Sexes,65 to 69,3231,3230,1,0,Older Adults
2022,November,Both Sexes,70 to 74,4855,4546,309,6.8,Older Adults
2022,November,Both Sexes,75 to 79,6894,6613,281,4.3,Seniors
2022,November,Both Sexes,80 to 84,7797,7525,272,3.6,Seniors
2022,November,Both Sexes,85 to 89,9124,8319,805,9.7,Elderly
2022,November,Both Sexes,90 and over,10975,10047,928,9.2,Elderly
2022,November,Male,All ages,25621,24339,1282,5.3,All Ages
2022,November,Male,0 to 29,403,411,-8,-2,Infants & Toddlers
2022,November,Male,30 to 44,704,633,71,11.2,Young Adults
2022,November,Male,45 to 49,470,422,48,11.4,Middle Aged
2022,November,Male,50 to 54,741,692,49,7.1,Middle Aged
2022,November,Male,55 to 59,1091,1051,40,3.8,Middle Aged
2022,November,Male,60 to 64,1431,1477,-46,-3.1,Middle Aged
2022,November,Male,65 to 69,1863,1926,-63,-3.3,Older Adults
2022,November,Male,70 to 74,2787,2614,173,6.6,Older Adults
2022,November,Male,75 to 79,3841,3685,156,4.2,Seniors
2022,November,Male,80 to 84,4054,3927,127,3.2,Seniors
2022,November,Male,85 to 89,4308,3914,394,10.1,Elderly
2022,November,Male,90 and over,3928,3588,340,9.5,Elderly
2022,November,Female,All ages,25214,23712,1502,6.3,All Ages
2022,November,Female,0 to 29,248,239,9,3.6,Infants & Toddlers
2022,November,Female,30 to 44,441,430,11,2.5,Young Adults
2022,November,Female,45 to 49,265,279,-14,-5,Middle Aged
2022,November,Female,50 to 54,487,458,29,6.2,Middle Aged
2022,November,Female,55 to 59,710,698,12,1.7,Middle Aged
2022,November,Female,60 to 64,968,980,-12,-1.2,Middle Aged
2022,November,Female,65 to 69,1368,1305,63,4.9,Older Adults
2022,November,Female,70 to 74,2068,1932,136,7.1,Older Adults
2022,November,Female,75 to 79,3053,2928,125,4.3,Seniors
2022,November,Female,80 to 84,3743,3598,145,4,Seniors
2022,November,Female,85 to 89,4816,4406,410,9.3,Elderly
2022,November,Female,90 and over,7047,6459,588,9.1,Elderly
2022,December,Both Sexes,All ages,52888,48455,4433,9.1,All Ages
2022,December,Both Sexes,0 to 29,630,591,39,6.7,Infants & Toddlers
2022,December,Both Sexes,30 to 44,1017,1045,-28,-2.7,Young Adults
2022,December,Both Sexes,45 to 49,665,688,-23,-3.3,Middle Aged
2022,December,Both Sexes,50 to 54,1206,1129,77,6.8,Middle Aged
2022,December,Both Sexes,55 to 59,1690,1716,-26,-1.5,Middle Aged
